Title,Name,Type.of.name,Role,All.names,Dates.associated.with.name,Date.of.publication ,Country.of.publication,Place.of.publication,City,Colony.Name,Continent,Publisher,Edition,Languages,Type.of.resource,Content.type,Material type,Uniform title,﻿BL.record.ID,URL,BL shelfmark,ARK,,
"Zambesia, England's El Dorado in Africa ... An account of the Gold Fields of British South Africa [With maps.]","Mathers, Edward Peter",person,N/A,"Mathers, Edward Peter [person]",N/A,1891,England,London,Unspecified,South Africa,Africa,Sell,N/A,English,Monograph,Text,Online resource,N/A,014818762,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005B3C8,Digital Store 010096.ee.21 ; Digital Store 010096.ee.22,ark:/81055/vdc_00000005B3C8,N/A,N/A
"A Fortnight in the Famine Country of Bengal, etc [Reprinted from 'The Friend of India.' The preface signed]",S. G.,person,N/A,"Smith, George, Ll.D., C.I.E. [person] ; S, G. [person]",N/A,1874,India,Serampore,Unspecified,India,Asia,Serampore Press,N/A,English,Monograph,Text,Online resource,N/A,014622955,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034CF8,Digital Store 10055.s.41,ark:/81055/vdc_000000034CF8,N/A,N/A
Bulawayo Up-to-Date. Being a general sketch of Rhodesia.,"Wills, Walter H.",person,N/A,"Wills, Walter H. [person] ; Hall, J., writer [person]",N/A,1899,England,London,Unspecified,Rhodesia,Africa,"Simpkin, Marshall",N/A,English,Monograph,Text,Online resource,N/A,014832242,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000059A30,Digital Store 010097.f.31,ark:/81055/vdc_000000059A30,N/A,N/A
"The Golden Transvaal: an illustrated review, descriptive, historical, etc","Longland, Henry",person,N/A,"Longland, Henry [person]",N/A,1893,England,London,Unspecified,Transvaal,Africa,"Simpkin, Marshall",N/A,English,Monograph,Text,Online resource,N/A,014817456,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A2C4,Digital Store 10096.g.12,ark:/81055/vdc_00000005A2C4,N/A,N/A
Dr. Bruno's Wife. A Toronto society story,"Lawson, Jessie Kerr",person,N/A,"Lawson, Jessie Kerr, Mrs [person]",N/A,1893,England,London,Toronto,Canada,America,"Simpkin, Marshall",N/A,English,Monograph,Text,Online resource,N/A,014815620,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000033618,Digital Store 012641.ee.22,ark:/81055/vdc_000000033618,N/A,N/A
"The Princess of Montserrat: a strange narrative of adventure, etc","Drysdale, William",person,author,"Drysdale, William, author [person]",N/A,1890,England,London,Unspecified,Montserrat,America,"Simpkin, Marshall",N/A,English,Monograph,Text,Online resource,N/A,014809500,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000004587C,Digital Store 012631.e.42,ark:/81055/vdc_00000004587C,N/A,N/A
The Coolgardie Goldfield: Western Australia [With a map.],"Calvert, Albert Frederick",person,N/A,"Calvert, Albert Frederick, 1872-1946 [person]",1872-1946,1894,England,London,Unspecified,Western Australia,Oceania,"Simpkin, Marshall",N/A,English,Monograph,Text,Online resource,N/A,014806676,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005D372,Digital Store 7106.e.11,ark:/81055/vdc_00000005D372,N/A,N/A
Goldfields and Chrysanthemums. Notes of travel in Australia & Japan [With plates.],"Bond, Catherine",person,N/A,"Bond, Catherine [person]",N/A,1898,England,London,Unspecified,Australia,Oceania,"Simpkin, Marshall",N/A,English,Monograph,Text,Online resource,N/A,014805613,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005BBA8,Digital Store 10024.f.26,ark:/81055/vdc_00000005BBA8,N/A,N/A
Black's Guide to the Isle of Man,"Black, Adam",person,publisher,"Black, Adam, publisher [person] ; Jordan, E. D. (Ernest Daniel) [person]",N/A,1896,England,London,Unspecified,Isle of Man,Europe,N/A,Another Edition,English,Monograph,Text,Online resource,"Guide Books. Man, Isle of",014846903,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000007D40,Digital Store 10347.bb.43,ark:/81055/vdc_000000007D40,N/A,N/A
"The Gold Fields of Western Australia. With ... geological map, etc","Barker, William Henry",person,N/A,"Barker, William Henry, J.P., Queensland [person]",N/A,1894,England,London,Unspecified,Western Australia,Oceania,"Simpkin, Marshall",N/A,English,Monograph,Text,Online resource,N/A,014804630,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005EA4C,Digital Store 07108.g.10,ark:/81055/vdc_00000005EA4C,N/A,N/A
"The Rise of Canada, from barbarism to wealth, etc","Roger, Charles",person,N/A,"Roger, Charles, of Ottawa [person]",N/A,1856,Canada,Quebec,Unspecified,Canada,America,Sinclair,N/A,English,Monograph,Text,Online resource,N/A,015106232,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000022E54,Digital Store 9555.cc.16,ark:/81055/vdc_000000022E54,N/A,N/A
A Trip across the Malay Peninsula with H.E. the Governor (Sir C. B. H. Mitchell) ... Reprinted from the Singapore Free Press,"Maccallum, Henry Edward",person,N/A,"Maccallum, Henry Edward, Sir, g.c.m.g [person]",N/A,1894,Singapore,Singapore,Unspecified,Malaya,Asia,Singapore & Straits Printing Office,N/A,English,Monograph,Text,Online resource,N/A,014774135,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034CB6,Digital Store 10055.f.27,ark:/81055/vdc_000000034CB6,N/A,N/A
The Colony of Natal. An official illustrated handbook and railway guide,"Ingram, Joseph Forsyth",person,N/A,"Ingram, Joseph Forsyth [person]",N/A,1895,England,London,Unspecified,Natal,Africa,Sir J. Causton,N/A,English,Monograph,Text,Online resource,N/A,014840352,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000436E,Digital Store 010097.g.9,ark:/81055/vdc_00000000436E,N/A,N/A
The Stranger's Guide to Singapore ... With maps,"D'Aranjo, B. E.",person,N/A,"D'Aranjo, B. E. [person]",N/A,1890,Singapore,Singapore,Unspecified,Singapore,Asia,Sirangoon Press,N/A,English,Monograph,Text,Online resource,N/A,014808644,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000034AD6,Digital Store 10055.c.4,ark:/81055/vdc_000000034AD6,N/A,N/A
An Account of the Settlements of the New Zealand Company,"Petre, Henry William",person,N/A,"Petre, Henry William, Honourable [person]",N/A,1842,England,London,Unspecified,New Zealand,Oceania,"Smith, Elder & Co.",Fifth Edition,English,Monograph,Text,Online resource,N/A,015178373,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000026322,Digital Store 9781.b.14,ark:/81055/vdc_000000026322,N/A,N/A
"Steam to India, via the Red Sea, and via the Cape of Good Hope. The respective routes, and the facilities for establishing a comprehensive plan, by way of Egypt, compared and considered. With a map and appendix",unknown,unknown,N/A,N/A,N/A,1838,England,London,Unspecified,"Cape of Good Hope, India","Asia, Africa","Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014814161,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000345C0,Digital Store 10498.b.25,ark:/81055/vdc_0000000345C0,N/A,N/A
Rhodesia and its Government. ... With illustrations,"Thomson, Harry Craufuird",person,N/A,"Thomson, H. C. (Harry Craufuird) [person]",N/A,1898,England,London,Unspecified,Rhodesia,Africa,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014830836,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005A0DE,Digital Store 010095.de.9,ark:/81055/vdc_00000005A0DE,N/A,N/A
The Land of Promise: being an authentic and impartial History of the rise and progress of the new British Province of South Australia ... By One Who is Going [The preface signed. With plates and maps.],S. J.,person,N/A,"Stephens, John, author [person] ; S, J. [person]",N/A,1839,England,London,Unspecified,South Australia,Asia,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014880261,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000015DE0,Digital Store 10491.ff.13,ark:/81055/vdc_000000015DE0,N/A,N/A
"England's Colonial Empire: an historical, political and statistical account of the Empire; its colonies and dependencies. vol. 1. The Mauritius and its dependencies","Pridham, Charles",person,N/A,"Pridham, Charles [person]",N/A,1846,England,London,Unspecified,Mauritius Islands,Africa,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014827741,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005DCD2,Digital Store 1298.g.9,ark:/81055/vdc_00000005DCD2,N/A,N/A
"Memoranda on the Kaffir War in 1847. Communicated by Lieutenant General Sir G. Berkeley, K.C.B, Commander-in-Chief of the Madras Army. Extracted from the Madras Artillery Records [With a map.]","Berkeley, George Henry Frederick",person,N/A,"Berkeley, George Henry Frederick, Sir, k.c.b [person]",N/A,1850,India,Madras,Madras,India,Asia,N/A,N/A,English,Monograph,Text,Online resource,N/A,014885101,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000015EFA,Digital Store 9061.c.26,ark:/81055/vdc_000000015EFA,N/A,N/A
"The Present State of Australia; a description of the country, its advantages and prospects, with reference to emigration: and a particular account of the manners, customs and condition of its aboriginal inhabitants","Dawson, Robert",person,N/A,"Dawson, Robert, Agent of the Australian Agricultural Company [person]",N/A,1830,England,London,Unspecified,Australia,N/A,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014879654,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000016BDE,Digital Store 10491.ff.12,ark:/81055/vdc_000000016BDE,N/A,N/A
"Notes and Observations on the Ionian Islands and Malta: with some remarks on Constantinople and Turkey, and on the system of quarantine as at present conducted [With plates.]","Davy, John",person,N/A,"Davy, John, M.D., F.R.S. [person]",N/A,1842,England,London,Unspecified,Malta,Europe,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014808794,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000052F26,Digital Store 1299.c.11 ; Digital Store 1299.c.12,ark:/81055/vdc_000000052F26,N/A,N/A
"Our Tropical Possessions in Malayan India: being a descriptive account of Singapore, Penang, Province Wellesley and Malacca, etc [With plates.]","Cameron, John",person,N/A,"Cameron, John, f.r.g.s [person]",N/A,1865,England,London,Singapore,Singapore,Asia,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014806720,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000036342,Digital Store 010058.g.7,ark:/81055/vdc_000000036342,N/A,N/A
A sketch of Assam : with some account of the hill tribes,"Butler, John",person,major,"Butler, John, major [person]",N/A,1847,England,London,Unspecified,India,Asia,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014804258,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005E962,Digital Store 1298.h.20,ark:/81055/vdc_00000005E962,N/A,N/A
"Travels and Adventures in the Province of Assam, during a residence of fourteen years, etc [With plates and maps.]","Butler, John",person,major,"Butler, John, major [person]",N/A,1855,England,London,Unspecified,India,Asia,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014806504,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005DA86,Digital Store 10056.d.1,ark:/81055/vdc_00000005DA86,N/A,N/A
"New Zealand and its Aborigines: being an account of the aborigines, trade and resources of the colony, etc","Brown, William",person,Member of the Legislative Council of New Zealand ,"Brown, William, Member of the Legislative Council of New Zealand [person]",N/A,1845,England,London,Unspecified,New Zealand,Oceania,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014806140,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005E050,Digital Store 1304.k.12,ark:/81055/vdc_00000005E050,N/A,N/A
I.G. Reasons for Promoting the Cultivation of the New Zealand Flax,"Bell, Francis Dillon",person,N/A,"Bell, Francis Dillon, Sir, K.C.M.G., Young (Sir Frederick) K.C.M.G. [person] ; Young, Frederick, Sir, k.c.m.g [person]",N/A,1842,England,London,Unspecified,New Zealand,Oceania,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014756066,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000053418,Digital Store 1304.k.19,ark:/81055/vdc_000000053418,N/A,N/A
A Sketch of New South Wales,"Balfour, J. O.",person,N/A,"Balfour, J. O. [person]",N/A,1845,England,London,Unspecified,New South Wales,Oceania,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014804531,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000054DA4,Digital Store 1304.k.7,ark:/81055/vdc_000000054DA4,N/A,N/A
"Sydney and Melbourne; with remarks on the present state and future prospects of New South Wales, and practical advice to emigrants of various classes, etc [With a map.]","Baker, Charles John",person,N/A,"Baker, Charles John [person]",N/A,1845,England,London,"Sydney, Melbourne",New South Wales,Oceania,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014822873,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000000173A,Digital Store 1431.d.6,ark:/81055/vdc_00000000173A,N/A,N/A
"A Ramble in Malta and Sicily, in the autumn of 1841 ... Illustrated with sketches taken on the spot, and drawn on stone by the author","Angas, George French",person,N/A,"Angas, George French [person]",N/A,1842,England,London,Unspecified,Malta,Europe,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014804034,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000528FC,Digital Store 1429.k.2,ark:/81055/vdc_0000000528FC,N/A,N/A
Savage Life and Scenes in Australia and New Zealand: being an artist's impressions of countries and people at the Antipodes. With numerous illustrations,"Angas, George French",person,N/A,"Angas, George French [person]",N/A,1847,England,London,Unspecified,"Australia, New Zealand",Oceania,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,N/A,014871119,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000001275C,Digital Store 1430.h.18,ark:/81055/vdc_00000001275C,N/A,N/A
"Western Australia, containing a statement of the condition and prospects of that colony, and some account of the Western Australian Company's Settlement of Australind. With a map, etc","Gill, Alfred",person,N/A,"Gill, Alfred [person]",N/A,1842,England,London,Unspecified,Western Australia,Oceania,"Smith, Elder & Co.",N/A,English,Monograph,Text,Online resource,Appendix,014804357,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000521B8,Digital Store 1304.k.16,ark:/81055/vdc_0000000521B8,N/A,N/A
"Original familiar correspondence between residents in India, including sketches of Java, etc, etc","Addison, George Augustus",person,N/A,"Addison, George Augustus, 1792-approximately 1814 [person]",1792-1814,1846,Scotland,Edinburgh,Unspecified,India,Asia,sold by William Blackwood,N/A,English,Monograph,Text,Online resource,N/A,014803591,http://access.bl.uk/item/viewer/ark:/81055/vdc_0000000536F4,Digital Store 1425.c.8,ark:/81055/vdc_0000000536F4,N/A,N/A
The South Sea Islanders and the Queensland Labour Trade ...,"Wawn, William T.",person,N/A,"Wawn, William T. [person] ; Hay, William Delisle [person]",N/A,1893,England,London,Unspecified,Queensland,Oceania,Sonnenschein,N/A,English,Monograph,Text,Online resource,N/A,014880438,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000016BF6,Digital Store 10491.g.38,ark:/81055/vdc_000000016BF6,N/A,N/A
Euancondit. A story of Australia in the sixties,"Goldsmith, Henry",person,novelist,"Goldsmith, Henry, novelist [person]",N/A,1895,England,London,Unspecified,Australia,Oceania,Sonnenschein,N/A,English,Monograph,Text,Online resource,N/A,014811801,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000040FB6,Digital Store 012629.ee.59,ark:/81055/vdc_000000040FB6,N/A,N/A
Vicissitudes of Bush Life in Australia and New Zealand,"Ferguson, Dugald",person,N/A,"Ferguson, Dugald [person]",N/A,1891,England,London,Unspecified,"Australia, New Zealand",Oceania,Sonnenschein,N/A,English,Monograph,Text,Online resource,N/A,014810527,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000046956,Digital Store 012631.h.27,ark:/81055/vdc_000000046956,N/A,N/A
"Handbook of British East Africa, including Zanzibar, Uganda, and the territory of the Imperial British East Africa Company. Prepared in the Intelligence Division, War Office. 1893 [By Captain H. J. Foster, R.E. With maps.]","Foster, H.J.",person,N/A,"Foster, Hubert John [person] ; Great Britain, War Office, Intelligence Division [organisation]",N/A,1893,England,London,Unspecified,"Zanzibar, Uganda",Africa,Stationery Office,N/A,English,Monograph,Text,Online resource,N/A,014810124,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000059A18,Digital Store 10094.w.16 ; Digital Store 10097.dd.24,ark:/81055/vdc_000000059A18,N/A,N/A
Report on the Northern Territories of the Gold Coast. Compiled by ... Lieut. Col. H. P. Northcott ... from reports furnished by officers of the administration,"Great Britain, War Office, Intelligence Division",organisation,N/A,"Northcott, Henry Pointing [person] ; Great Britain, War Office, Intelligence Division [organisation]",N/A,1899,England,London,Unspecified,Gold Coast,Africa,Stationery Office,N/A,English,Monograph,Text,Online resource,N/A,014810126,http://access.bl.uk/item/viewer/ark:/81055/vdc_00000005B206,Digital Store 010095.h.26,ark:/81055/vdc_00000005B206,N/A,N/A
"Report on Christmas Island, Indian Ocean. H.M.S. 'Egeria,' 1887 [Signed: Pelham Aldrich, Captain R.N. With a map.]","Aldrich, Pelham",person,admiralty,"Aldrich, Pelham [person] ; Great Britain, Admiralty [organisation]",N/A,1888,England,London,Unspecified,Christmas Island,Oceania,Stationery Office,N/A,English,Monograph,Text,Online resource,Miscellaneous Official Publications,014784772,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000059CCA,Digital Store 10077.k.23,ark:/81055/vdc_000000059CCA,N/A,N/A
"Précis of Information concerning the Straits Settlements and the Native States of the Malay Peninsula. Prepared in the Intelligence Division, Horse Guards, etc",Stationery office,organisation,N/A,N/A,N/A,1892,England,London,Unspecified,Malaya,Asia,Stationery Office,N/A,English,Monograph,Text,Online resource,Appendix,014830307,http://access.bl.uk/item/viewer/ark:/81055/vdc_000000056622,Digital Store 010055.e.12,ark:/81055/vdc_000000056622,N/A,N/A
